title,region,version,versiondate,crc32,status,notes,,,,,,,,,,,,,,,,,
Sonic & Knuckles,World,Beta,1994-06-12,B0A253E8,Works,,,,,,,,,,,,,,,,,,
Sonic & Knuckles,World,Beta,1994-06-18,2615F5DC,Works,,,,,,,,,,,,,,,,,,
Sonic & Knuckles,World,Beta,1994-06-19,1EA5B9D1,Works,,,,,,,,,,,,,,,,,,
Sonic & Knuckles + Sonic The Hedgehog 2,World,Beta,1994-05-24,8878C1A8,Doesn't work,Black Screen,,,,,,,,,,,,,,,,,
Sonic 3D Blast,"USA, Europe, Korea",Beta,1996-08-19,2C43F43A,Works,,,,,,,,,,,,,,,,,,
Sonic 3D Blast,"USA, Europe, Korea",Beta,1996-07-03,93B75E99,Works,,,,,,,,,,,,,,,,,,
Sonic 3D Blast,"USA, Europe, Korea",Beta,1996-08-14,D64E7675,Works,,,,,,,,,,,,,,,,,,
Sonic 3D Blast,"USA, Europe, Korea",Beta,1996-08-25,465BCFBD,Works,,,,,,,,,,,,,,,,,,
Sonic 3D Blast,"USA, Europe, Korea",Beta,1996-08-30,57640422,Works,,,,,,,,,,,,,,,,,,
Sonic 3D Blast,"USA, Europe, Korea",Beta,1996-08-31,5933E453,Works,,,,,,,,,,,,,,,,,,
Sonic 3D Blast,"USA, Europe, Korea",Beta,1996-09-04,2F2A4271,Works,,,,,,,,,,,,,,,,,,
Sonic Crackers,Japan,Proto,"July, 1994",7FADA88D,Works,,,,,,,,,,,,,,,,,,
Sonic Spinball,USA,Beta,,E9960371,Doesn't work,Says it's for NTSC consoles only but when forced to be NTSC makes the mini lock up,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 1,"June, 1992",39FAAA70,Works,,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 2,"July, 1992",EEA21B5C,Has problems,No Audio,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 4,1992-09-18,8FDA5CC5,Works,,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 5,1992-09-21,066B9A89,Works,,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 6,1992-09-22,CB036E6C,Works,,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 7,1992-09-24,DC7BE12C,Works,,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 8,1992-09-24,6089FADD,Works,,,,,,,,,,,,,,,,,,
Sonic The Hedgehog 2,World,Beta 3,,5667ECED,Works,,,,,,,,,,,,,,,,,,
Sonic the Hedgehog 3,World,Proto,1993-11-13,E4A16A49,Works,,,,,,,,,,,,,,,,,,
Sonic the Hedgehog 3 Limited Edition,Japan,Proto 3,1994-05-17,766C4B81,Works,,,,,,,,,,,,,,,,,,
Sonic the Hedgehog 3 Limited Edition,Japan,Proto,1994-04-08,59D23DF5,Works,,,,,,,,,,,,,,,,,,
Sorcer Kingdom,Japan,Beta,1991-11-08,3DBC3130,Works,,,,,,,,,,,,,,,,,,
Space Harrier II,Japan,Launch Cart,,EDC0FB28,Works,,,,,,,,,,,,,,,,,,
Speedball 2 - Brutal Deluxe,USA,Beta,1991-06-07,13C803B7,Works,,,,,,,,,,,,,,,,,,
Spider-Man (Acclaim),"USA, Europe",Beta,1994-12-12,B88A710D,Works,,,,,,,,,,,,,,,,,,
Spider-Man (Acclaim),"USA, Europe",Beta,"August, 1994",83E1FE76,Doesn't work,Garbled Screen,,,,,,,,,,,,,,,,,
Spirou,Europe,Beta,,51BC6C35,Works,Downscaled Screen,,,,,,,,,,,,,,,,,
Splatterhouse 2,USA,Sega Channel,1992-03-02,ED64CE8C,Works,,,,,,,,,,,,,,,,,,
Star Odyssey,USA,Beta,1992-01-16,FBBD7EF4,Works,,,,,,,,,,,,,,,,,,
Star Trek - The Next Generation,USA,Beta,1993-12-28,3BA670F9,Works,,,,,,,,,,,,,,,,,,
Star Trek - The Next Generation,USA,Beta,1993-12-29,316BBC43,Works,,,,,,,,,,,,,,,,,,
Star Trek - The Next Generation,USA,Beta,1994-01-03,CAC86B68,Works,,,,,,,,,,,,,,,,,,
Star Trek - The Next Generation,USA,Beta,1994-01-10,D138CA3E,Works,,,,,,,,,,,,,,,,,,
Star Trek - The Next Generation,USA,Beta,1994-01-18,D8DAB97A,Works,,,,,,,,,,,,,,,,,,
Star Trek - The Next Generation,USA,Beta,1994-01-25,63F29E6F,Works,,,,,,,,,,,,,,,,,,
Stargate,"USA, Europe",Beta,,8DC8AB23,Works,,,,,,,,,,,,,,,,,,
Stargate (NGen),"USA, Europe",Sample,,51946EA9,Works,,,,,,,,,,,,,,,,,,
Steel Empire,USA,Sega Channel,1992-03-13,097F6440,Works,"Epilisy Warning, maybe",,,,,,,,,,,,,,,,,
Steel Talons,"USA, Europe",Beta,,C4052F18,Doesn't work,Locks up after level start,,,,,,,,,,,,,,,,,
Stone Protectors,USA,Proto,,FBF0D54F,Works,,,,,,,,,,,,,,,,,,
"Story of Thor, The",Unknown,Beta,"July, 1994",BFC11649,Works,,,,,,,,,,,,,,,,,,
"Story of Thor, The",Europe,Beta,1994-10-04,9E486F91,Works,,,,,,,,,,,,,,,,,,
"Story of Thor, The",Europe,Beta,1994-10-17,AA43D34A,Works,,,,,,,,,,,,,,,,,,
Street Smart,"Japan, USA",Beta,1990-06-29,D1DE6A2E,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta -Rev A,1994-03-28,8757F797,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta,1994-03-08,EA50B551,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta,1994-03-17,39AD962B,Doesn't work,Black Screen after level 1 start,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta,1994-03-18,60142484,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta -Rev A,1994-04-01,797E75B7,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta -Rev A,1994-04-04,6B968F13,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta -Rev A,1994-04-08,D4BA76C2,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta -Rev A,1994-04-11,FA5E5A82,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta -Rev A,1994-04-12,3F52CB72,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,USA,Beta -Rev A,1994-04-13,6B675807,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,Europe,Beta,1994-04-12,A17CE5AB,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,Europe,Beta,1994-04-13,164E42AE,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,Europe,Beta,1994-04-15,C64F1E6B,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,Europe,Beta,1994-04-20,6AE4BD8E,Works,,,,,,,,,,,,,,,,,,
Streets of Rage 3,Europe,Beta,1994-04-25,7033878A,Works,,,,,,,,,,,,,,,,,,
Striker,Europe,Beta,"February, 1994",C10B270E,Doesn't work,,,,,,,,,,,,,,,,,,
Sub-Terrania,USA,Beta,"October, 1993",3A1022D1,Works,,,,,,,,,,,,,,,,,,
Sub-Terrania,Unknown,Beta,"July, 1993",9C13D25C,Works,,,,,,,,,,,,,,,,,,
Sub-Terrania,Asia,Beta,1994-02-02,B368E394,Works,,,,,,,,,,,,,,,,,,
Super Hang-On,World,Beta Sega Channel,1989-08-18,B6EAE5C4,Works,,,,,,,,,,,,,,,,,,
Super Hydlide,USA,Beta,1989-10-16,52E717AC,Works,,,,,,,,,,,,,,,,,,
"Super Shinobi II, The",Japan,Beta 2,,C47E8AEA,Works,,,,,,,,,,,,,,,,,,
"Super Shinobi II, The",Japan,Beta 1,,1EE5BCE3,Has problems,crashes mid first level,,,,,,,,,,,,,,,,,
"Super Shinobi, The",Japan,Beta Sega Smash Pack,1989,FA1B8AEB,Works,,,,,,,,,,,,,,,,,,
"Super Shinobi, The",Japan,Beta Sega Channel,1989-08-21,370253D8,Works,,,,,,,,,,,,,,,,,,
Super Skidmarks,Europe,Beta,,A61A0F0C,Doesn't work,"Black screen; With a name like super skidmarks, are you surprised?",,,,,,,,,,,,,,,,,
Super Thunder Blade (Launch Cart),Japan,Launch Cart,,8BD77836,Works,,,,,,,,,,,,,,,,,,
Superman,USA,Beta,,5CD0E1D4,Works,,,,,,,,,,,,,,,,,,
Swamp Thing,USA,Proto,,82013EF6,Works,,,,,,,,,,,,,,,,,,
Sylvester & Tweety in Cagey Capers,"USA, Europe",Beta,,9D9C786B,Works,,,,,,,,,,,,,,,,,,
T2 - The Arcade Game,USA,Beta,"August, 1992",94255703,Works,,,,,,,,,,,,,,,,,,
Tanglewood,World,0.9.37,,9CC94381,Works,,,,,,,,,,,,,,,,,,
Target Earth,USA,Beta,1990-02-16,EBAA609D,Doesn't work,E4:Please Shutdown,,,,,,,,,,,,,,,,,
Taz-Mania,World,Beta,,1415B80F,Works,,,,,,,,,,,,,,,,,,
Technocop,USA,Beta,"September, 1990",059AC8FB,Works,,,,,,,,,,,,,,,,,,
Technocop,USA,Beta,1990-09-12,F06ED8CA,Works,,,,,,,,,,,,,,,,,,
Tecmo Super Bowl,USA,Beta,,21F27D34,Works,,,,,,,,,,,,,,,,,,
"Terminator, The",USA,Beta,1992-04-14,7350A152,Works,,,,,,,,,,,,,,,,,,
Thunder Force III,"Japan, USA",Beta,1990-08-01,2B5C2063,Works,,,,,,,,,,,,,,,,,,
Time Trax,USA,Proto,,DFF045EB,Works,Downscaled image,,,,,,,,,,,,,,,,,
ToeJam & Earl in Panic on Funkotron,USA,Beta,"August, 1993",C6A1A8DC,Works,,,,,,,,,,,,,,,,,,
Tom and Jerry - Frantic Antics!,USA,Beta,,B9992E1C,Works,,,,,,,,,,,,,,,,,,
Tom Mason's Dinosaurs for Hire,USA,Beta,1993-04-26,54C77D3E,Works,,,,,,,,,,,,,,,,,,
Tom Mason's Dinosaurs for Hire,USA,Beta,1993-04-27,16000453,Works,,,,,,,,,,,,,,,,,,
Tom Mason's Dinosaurs for Hire,USA,Beta,1993-05-02,8954DEE9,Works,,,,,,,,,,,,,,,,,,
Tommy Lasorda Baseball,USA,Beta,1989-04-30,AA3965DB,Works,,,,,,,,,,,,,,,,,,
Traysia,USA,Beta,1992-01-22,DAA83CB5,Works,,,,,,,,,,,,,,,,,,
Trouble Shooter,USA,Beta,1991-09-12,4AB3033C,Works,,,,,,,,,,,,,,,,,,
Turbo OutRun,"Japan, Europe",Beta,1991-12-09,2A7F2B36,Works,,,,,,,,,,,,,,,,,,
Twisted Flipper,USA,Beta,,6DD47554,Works,,,,,,,,,,,,,,,,,,
Two Crude Dudes,USA,Beta,1991-11-24,4BA361A7,Works,,,,,,,,,,,,,,,,,,
Ultimate Soccer,Europe,Beta,,9D451F72,Doesn't work,E3: Please shutdown,,,,,,,,,,,,,,,,,
Valis,USA,Beta,1991-10-25,74A133A8,Works,,,,,,,,,,,,,,,,,,
Vapor Trail,USA,Beta,1991-05-26,2634BDBD,Works,,,,,,,,,,,,,,,,,,
Vectorman,USA,Beta 2,,A315C8AA,Works,,,,,,,,,,,,,,,,,,
Vectorman,USA,Beta 3,1995-07-24,0145738B,Works,,,,,,,,,,,,,,,,,,
Vectorman,USA,Beta 1,,2084D3DA,Works,,,,,,,,,,,,,,,,,,
Vectorman 2,USA,Beta,"August, 1995",ADA2B0EF,Works,,,,,,,,,,,,,,,,,,
Vectorman 2,USA,Sample,1996-08-28,B9C79DC9,Works,,,,,,,,,,,,,,,,,,
Vectorman 2,USA,Beta,1996-08-15,998B087C,Works,,,,,,,,,,,,,,,,,,
Vectorman 2,USA,Beta,1996-08-16,2986E5CE,Works,,,,,,,,,,,,,,,,,,
Vectorman 2,USA,Beta,1996-08-19,49EFAB7E,Works,,,,,,,,,,,,,,,,,,
Vectorman 2,USA,Beta,1996-08-26,EB8124C8,Works,,,,,,,,,,,,,,,,,,
Vectorman 2,USA,Beta,1996-08-27,6333D89A,Works,,,,,,,,,,,,,,,,,,
Viewpoint,USA,Beta,"August, 1994",DECD238F,Works,Downscale image,,,,,,,,,,,,,,,,,
Viewpoint,USA,Beta,1994-07-22,D13FB892,Works,Lags a bit,,,,,,,,,,,,,,,,,
Virtua Fighter 2,"USA, Europe",Beta,1996-08-19,C5EE3974,Works,,,,,,,,,,,,,,,,,,
Virtua Fighter 2,"USA, Europe",Beta,1996-08-30,6A0F3A7B,Works,,,,,,,,,,,,,,,,,,
Virtua Fighter 2,"USA, Europe",Beta,1996-09-13,FA5BAD91,Works,,,,,,,,,,,,,,,,,,
Virtua Fighter 2,"USA, Europe",Beta,1996-09-20,AF516DAD,Works,,,,,,,,,,,,,,,,,,
Virtua Fighter 2,"USA, Europe",Beta,1996-09-27,95AB6AB6,Works,,,,,,,,,,,,,,,,,,
Wacky Races,USA,Proto,,1B173F09,Has problems,"audio glitches, Downscaled imaged",,,,,,,,,,,,,,,,,
Wacky Worlds Creativity Studio,USA,Beta,1994-08-08,48D33EA0,Doesn't work,BlackScreen,,,,,,,,,,,,,,,,,
Wacky Worlds Creativity Studio,USA,Beta,1994-08-17,4615970B,Doesn't work,BlackScreen,,,,,,,,,,,,,,,,,
Wacky Worlds Creativity Studio,USA,Beta,1994-08-19,7F286925,Doesn't work,BlackScreen,,,,,,,,,,,,,,,,,
Warlock,"USA, Europe",Beta,"December, 1994",C9B6EDB3,Works,,,,,,,,,,,,,,,,,,
Warsong,USA,Beta,1991-10-01,522642C6,Works,,,,,,,,,,,,,,,,,,
Waterworld,Europe,Proto,,51C80498,Works,Downscaled Image,,,,,,,,,,,,,,,,,
Whip Rush,USA,Beta,1990-01-29,FF39FC9F,Works,,,,,,,,,,,,,,,,,,
Wild Snake,USA,Proto,,0C1A49E5,Works,,,,,,,,,,,,,,,,,,
Wimbledon Championship Tennis,USA,Beta,,9FEBC760,Works,,,,,,,,,,,,,,,,,,
Wonder Boy V - Monster World III,"Japan, Korea",Beta,1991-07-25,334035F8,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,"January, 1994",C1E21C1A,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-03,5A458D42,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta Alt 1,1994-03-03,07B387A4,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-04,8FE9F6EF,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-09,94625572,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta Alt 1,1994-03-09,71FA89CC,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-14,43EC107C,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-18,F6735B61,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-23,3852E514,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-24,A6D43B4A,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-25,6B3624FB,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-26,1AD7ED9C,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-27,4E141509,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-29,A6759340,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta Alt 1,1994-03-29,5F9C51F7,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-03-30,8DD49C92,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-02-22,6FBFA14E,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-02-23,AAB9E240,Works,,,,,,,,,,,,,,,,,,
World Championship Soccer II,USA,Beta,1994-02-28,E210A74C,Works,,,,,,,,,,,,,,,,,,
World Heroes,Asia,Beta,1994-03-30,3F93181A,Works,,,,,,,,,,,,,,,,,,
World Heroes,Asia,Beta,1994-04-08,2BEA7215,Works,,,,,,,,,,,,,,,,,,
World Heroes,Asia,Beta,1994-04-15,6DEC07B3,Works,,,,,,,,,,,,,,,,,,
World Heroes,Asia,Beta,1994-04-20,F5FFB191,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,Asia,Beta Alt 1,1994-04-20,B43B518C,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-02-23,F5DB477E,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-03,24A63AEF,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-07,45C29350,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-09,2C7F9E64,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-15,2C0B2F4F,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-16,19C74E2A,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-18,2BC2A6BB,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-22,5C3C0931,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-23,587E6739,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-24,8A656942,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-30,50C797CB,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta,1994-03-31,D210AA6E,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Heroes,USA,Beta Alt 1,1994-03-31,92E1BF14,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World of Illusion starring Mickey Mouse & Donald Duck,"USA, Korea",Beta,"June, 1992",577F680F,Works,,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1993-10-01,4F7AB92E,Doesn't work,E3: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1993-12-22,0DC0558D,Doesn't work,E3: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1993-12-26,472E6A58,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1993-12-29,ED949936,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1994-01-03,4B53F035,Doesn't work,E3: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1994-01-06,B07DE2D3,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1994-01-16,5322133E,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1994-02-18,3CADFC50,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta,1994-03-04,EDDA44A5,Doesn't work,E3: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball,USA,Beta Rev1,1994-05-27,E473728A,Doesn't work,E4: Please Shutdown,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1994-12-08,8846B050,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1994-12-14,385BE354,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1994-12-28,9E6DBC7C,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-01,C7574372,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-03,498363F7,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-05,1820ABFB,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-09,3DE7CDBC,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-10,AC2772B0,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-14,F70B07CF,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-16,F0E22B21,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-18,5CE70F8F,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-20,16C15E46,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-25,B45D9E33,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-01-30,6AA76A9D,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-02,A947FE5C,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-03,1F3754FC,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-07,E4056559,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-09,33BB9EDA,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta Alt 1,1995-02-09,83BE98CF,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-11,A0664FE9,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-12,45DA8F18,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-13,9F30AE30,Works,,,,,,,,,,,,,,,,,,
World Series Baseball '95,USA,Beta,1995-02-14,F300A857,Works,,,,,,,,,,,,,,,,,,
Worms,USA,Beta,"June, 1995",1D191694,Works,Force NTSC (USA) Header,,,,,,,,,,,,,,,,,
Wrestle War,"Japan, Europe",Beta,"September, 1990",1CDEE87B,Works,,,,,,,,,,,,,,,,,,
WWF WrestleMania - The Arcade Game,"USA, Europe",Beta,,719D6155,Doesn't work,Game gets stuck on char selector,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-05-06,A720EBB4,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-05-10,9B5DD185,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-10-18,52CFF37D,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-11-17,D90CD0DE,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-11-23,4386A381,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-11-20,331DAE0A,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-11-28,70383A4D,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-02,7AD7A4E9,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-03,669B939C,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-06,5B1D0CF5,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-07,246A30DA,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-08,C6D90B1C,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-09,28307B58,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-10,73E2EFFE,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-11,11415B86,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta Alt 1,1994-12-11,51876259,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-14,CD662DE6,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-15,A5188E30,Works,,,,,,,,,,,,,,,,,,
X-Men 2 - Clone Wars,"USA, Europe",Beta,1994-12-16,E8C40972,Works,,,,,,,,,,,,,,,,,,
X-Perts,"USA, Europe",Beta,,C89AD87E,Works,,,,,,,,,,,,,,,,,,
X-Perts,USA,Beta,"June, 1995",9D067249,Has problems,,,,,,,,,,,,,,,,,,
"Young Indiana Jones Chronicles, The",USA,Beta,,44F6BE35,Works,,,,,,,,,,,,,,,,,,
Ys III,USA,Beta,1991-08-28,69994C44,Works,,,,,,,,,,,,,,,,,,
Yu Yu Hakusho - Makyou Toitsusen,Japan,Beta,"June, 1994",742EA744,Works,,,,,,,,,,,,,,,,,,
Zombie High,USA,Proto,,7BEA6194,Doesn't work,E3: Please Shutdown,,,,,,,,,,,,,,,,,
